employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
3926,33,Male,M.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, SQL, TensorFlow, Pandas with 8 years of experience.","NumPy, SQL, TensorFlow, Pandas","We are hiring a Data Scientist with experience in Machine Learning, TensorFlow, SQL. Candidate should have strong problem-solving skills.","Machine Learning, TensorFlow, SQL",8,1088137,2,5,2,1,3,9,5,3,5,No,Rarely,Pune,No
3927,23,Female,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, CI/CD, Linux, Kubernetes with 3 years of experience.","Docker, CI/CD, Linux, Kubernetes","We are hiring a DevOps Engineer with experience in CI/CD, AWS, Kubernetes. Candidate should have strong problem-solving skills.","CI/CD, AWS, Kubernetes",3,599506,1,3,5,5,3,3,3,1,0,Yes,No Travel,Ahmedabad,Yes
3928,26,Female,B.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, NodeJS, MongoDB, REST API with 11 years of experience.","ExpressJS, NodeJS, MongoDB, REST API","We are hiring a Full Stack Developer with experience in NodeJS, REST API, MongoDB. Candidate should have strong problem-solving skills.","NodeJS, REST API, MongoDB",11,1337408,4,3,3,2,5,7,12,5,5,No,Frequently,Hyderabad,No
3929,30,Male,MCA,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, Python, SQL, Pandas with 2 years of experience.","TensorFlow, Python, SQL, Pandas","We are hiring a Data Scientist with experience in Pandas, TensorFlow, Machine Learning. Candidate should have strong problem-solving skills.","Pandas, TensorFlow, Machine Learning",2,549812,3,3,3,5,2,9,2,0,1,Yes,No Travel,Ahmedabad,Yes
3930,26,Male,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, HTML, Bootstrap, JavaScript with 5 years of experience.","CSS, HTML, Bootstrap, JavaScript","We are hiring a Frontend Developer with experience in Bootstrap, CSS, HTML. Candidate should have strong problem-solving skills.","Bootstrap, CSS, HTML",5,771492,1,4,2,4,4,10,6,4,3,No,Frequently,Pune,No
3931,44,Male,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, CI/CD, AWS, Docker with 10 years of experience.","Kubernetes, CI/CD, AWS, Docker","We are hiring a DevOps Engineer with experience in Linux, Kubernetes, AWS. Candidate should have strong problem-solving skills.","Linux, Kubernetes, AWS",10,1295784,4,3,3,2,5,4,0,0,1,No,No Travel,Bangalore,No
3932,36,Male,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, NumPy, Python, Pandas with 8 years of experience.","Machine Learning, NumPy, Python, Pandas","We are hiring a Data Scientist with experience in SQL, Machine Learning, Pandas. Candidate should have strong problem-solving skills.","SQL, Machine Learning, Pandas",8,1054284,3,3,2,1,2,5,1,1,0,No,Rarely,Delhi,Yes
3933,40,Female,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, AWS, Linux, Azure with 9 years of experience.","Docker, AWS, Linux, Azure","We are hiring a Cloud Engineer with experience in Docker, Azure, Linux. Candidate should have strong problem-solving skills.","Docker, Azure, Linux",9,1197466,4,5,1,5,5,1,1,0,0,Yes,Rarely,Ahmedabad,Yes
3934,37,Male,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, CSS, Angular, Bootstrap with 10 years of experience.","React, CSS, Angular, Bootstrap","We are hiring a Frontend Developer with experience in Angular, React, HTML. Candidate should have strong problem-solving skills.","Angular, React, HTML",10,1223868,4,1,5,1,2,1,3,0,3,Yes,Rarely,Mumbai,Yes
3935,43,Female,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, PyTorch, TensorFlow, Deep Learning with 7 years of experience.","Python, PyTorch, TensorFlow, Deep Learning","We are hiring a Machine Learning Engineer with experience in Deep Learning, Python, PyTorch. Candidate should have strong problem-solving skills.","Deep Learning, Python, PyTorch",7,920516,2,1,1,2,5,8,7,1,7,Yes,Rarely,Pune,No
3936,34,Female,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, CSS, Angular, HTML with 11 years of experience.","JavaScript, CSS, Angular, HTML","We are hiring a Frontend Developer with experience in Angular, Bootstrap, HTML. Candidate should have strong problem-solving skills.","Angular, Bootstrap, HTML",11,1266140,1,4,3,3,2,1,0,1,0,Yes,Rarely,Pune,No
3937,33,Female,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Linux, Terraform, AWS with 8 years of experience.","Azure, Linux, Terraform, AWS","We are hiring a Cloud Engineer with experience in Terraform, AWS, Azure. Candidate should have strong problem-solving skills.","Terraform, AWS, Azure",8,1124140,5,2,1,2,5,1,8,6,0,Yes,Frequently,Pune,No
3938,24,Male,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Django, MongoDB, Python with 4 years of experience.","REST API, Django, MongoDB, Python","We are hiring a Backend Developer with experience in MongoDB, Django, REST API. Candidate should have strong problem-solving skills.","MongoDB, Django, REST API",4,729515,3,3,5,1,2,9,0,1,0,Yes,Frequently,Delhi,No
3939,42,Female,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in C++, Git, SQL, Python with 12 years of experience.","C++, Git, SQL, Python","We are hiring a Software Engineer with experience in Git, Python, C++. Candidate should have strong problem-solving skills.","Git, Python, C++",12,1450749,5,1,2,1,3,3,12,11,4,Yes,Rarely,Hyderabad,No
3940,24,Female,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, Bootstrap, JavaScript, CSS with 5 years of experience.","React, Bootstrap, JavaScript, CSS","We are hiring a Frontend Developer with experience in JavaScript, HTML, CSS. Candidate should have strong problem-solving skills.","JavaScript, HTML, CSS",5,780029,4,1,5,4,3,7,3,1,0,Yes,No Travel,Pune,Yes
3941,44,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in MongoDB, Django, REST API, Docker with 12 years of experience.","MongoDB, Django, REST API, Docker","We are hiring a Backend Developer with experience in Python, REST API, MongoDB. Candidate should have strong problem-solving skills.","Python, REST API, MongoDB",12,1415000,4,2,5,5,1,10,1,1,0,No,No Travel,Pune,No
3942,22,Male,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Docker, Linux, Terraform with 5 years of experience.","AWS, Docker, Linux, Terraform","We are hiring a Cloud Engineer with experience in Docker, Azure, Terraform. Candidate should have strong problem-solving skills.","Docker, Azure, Terraform",5,818850,5,1,4,5,3,2,1,1,0,Yes,Frequently,Delhi,Yes
3943,38,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, Docker, Linux, AWS with 11 years of experience.","CI/CD, Docker, Linux, AWS","We are hiring a DevOps Engineer with experience in Linux, Kubernetes, CI/CD. Candidate should have strong problem-solving skills.","Linux, Kubernetes, CI/CD",11,1362015,3,1,1,5,1,9,10,10,2,No,Rarely,Hyderabad,No
3944,34,Female,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, Kubernetes, CI/CD, Linux with 3 years of experience.","Docker, Kubernetes, CI/CD, Linux","We are hiring a DevOps Engineer with experience in Linux, AWS, Kubernetes. Candidate should have strong problem-solving skills.","Linux, AWS, Kubernetes",3,650258,4,1,1,5,5,8,3,1,1,Yes,Frequently,Hyderabad,No
3945,42,Female,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, AWS, Linux, Terraform with 3 years of experience.","Azure, AWS, Linux, Terraform","We are hiring a Cloud Engineer with experience in Linux, Docker, Terraform. Candidate should have strong problem-solving skills.","Linux, Docker, Terraform",3,673471,5,3,1,1,5,10,2,2,2,Yes,Rarely,Mumbai,No
3946,43,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, REST API, NodeJS, ExpressJS with 9 years of experience.","React, REST API, NodeJS, ExpressJS","We are hiring a Full Stack Developer with experience in ExpressJS, REST API, NodeJS. Candidate should have strong problem-solving skills.","ExpressJS, REST API, NodeJS",9,1216731,5,2,5,4,1,3,0,1,0,Yes,Frequently,Bangalore,Yes
3947,37,Female,B.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, MongoDB, REST API, ExpressJS with 3 years of experience.","React, MongoDB, REST API, ExpressJS","We are hiring a Full Stack Developer with experience in MongoDB, REST API, React. Candidate should have strong problem-solving skills.","MongoDB, REST API, React",3,664073,4,5,4,5,3,5,4,3,2,No,Rarely,Mumbai,No
3948,34,Male,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, MongoDB, ExpressJS, NodeJS with 12 years of experience.","React, MongoDB, ExpressJS, NodeJS","We are hiring a Full Stack Developer with experience in React, NodeJS, ExpressJS. Candidate should have strong problem-solving skills.","React, NodeJS, ExpressJS",12,1398405,2,3,5,2,3,2,11,1,3,Yes,Rarely,Delhi,No
3949,38,Female,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Python, Deep Learning, AWS with 10 years of experience.","PyTorch, Python, Deep Learning, AWS","We are hiring a Machine Learning Engineer with experience in TensorFlow, Deep Learning, PyTorch. Candidate should have strong problem-solving skills.","TensorFlow, Deep Learning, PyTorch",10,1255457,3,2,3,1,5,7,3,3,0,Yes,No Travel,Bangalore,No
3950,43,Male,B.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, MongoDB, React, REST API with 1 years of experience.","ExpressJS, MongoDB, React, REST API","We are hiring a Full Stack Developer with experience in React, ExpressJS, NodeJS. Candidate should have strong problem-solving skills.","React, ExpressJS, NodeJS",1,494546,4,3,5,5,4,1,0,1,0,No,Rarely,Delhi,Yes
3951,27,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Python, MongoDB, Flask with 0 years of experience.","REST API, Python, MongoDB, Flask","We are hiring a Backend Developer with experience in Django, REST API, Flask. Candidate should have strong problem-solving skills.","Django, REST API, Flask",0,349998,2,2,3,5,1,0,1,1,0,No,No Travel,Delhi,No
3952,24,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, AWS, TensorFlow, Deep Learning with 11 years of experience.","Python, AWS, TensorFlow, Deep Learning","We are hiring a Machine Learning Engineer with experience in Deep Learning, PyTorch, Python. Candidate should have strong problem-solving skills.","Deep Learning, PyTorch, Python",11,1345033,4,1,3,1,4,6,8,1,3,No,No Travel,Bangalore,Yes
3953,35,Male,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, CSS, HTML, JavaScript with 6 years of experience.","Angular, CSS, HTML, JavaScript","We are hiring a Frontend Developer with experience in Angular, JavaScript, React. Candidate should have strong problem-solving skills.","Angular, JavaScript, React",6,893081,5,5,3,3,4,5,1,1,1,Yes,No Travel,Mumbai,No
3954,30,Female,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Python, Java, Git with 5 years of experience.","SQL, Python, Java, Git","We are hiring a Software Engineer with experience in SQL, Git, Python. Candidate should have strong problem-solving skills.","SQL, Git, Python",5,839964,5,5,1,3,5,3,1,1,1,Yes,Frequently,Delhi,No
3955,25,Female,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, SQL, Git with 12 years of experience.","Java, Python, SQL, Git","We are hiring a Software Engineer with experience in C++, Python, Java. Candidate should have strong problem-solving skills.","C++, Python, Java",12,1424376,2,3,3,5,3,2,11,3,11,Yes,No Travel,Ahmedabad,No
3956,32,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Git, Python, C++ with 9 years of experience.","SQL, Git, Python, C++","We are hiring a Software Engineer with experience in SQL, Java, Git. Candidate should have strong problem-solving skills.","SQL, Java, Git",9,1211760,5,4,4,4,5,4,9,1,6,Yes,Rarely,Ahmedabad,Yes
3957,32,Female,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, HTML, JavaScript, React with 2 years of experience.","Bootstrap, HTML, JavaScript, React","We are hiring a Frontend Developer with experience in Angular, HTML, React. Candidate should have strong problem-solving skills.","Angular, HTML, React",2,477742,2,4,1,3,3,7,2,2,2,Yes,Rarely,Ahmedabad,No
3958,43,Male,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, Docker, CI/CD with 5 years of experience.","Linux, Kubernetes, Docker, CI/CD","We are hiring a DevOps Engineer with experience in Docker, Kubernetes, CI/CD. Candidate should have strong problem-solving skills.","Docker, Kubernetes, CI/CD",5,833239,5,1,4,4,4,4,5,0,0,No,Frequently,Delhi,No
3959,22,Female,BCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, NodeJS, MongoDB, React with 8 years of experience.","ExpressJS, NodeJS, MongoDB, React","We are hiring a Full Stack Developer with experience in REST API, ExpressJS, MongoDB. Candidate should have strong problem-solving skills.","REST API, ExpressJS, MongoDB",8,1051662,5,4,2,1,1,7,8,5,5,No,No Travel,Delhi,No
3960,28,Male,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Java, SQL, C++ with 2 years of experience.","Python, Java, SQL, C++","We are hiring a Software Engineer with experience in Git, Python, SQL. Candidate should have strong problem-solving skills.","Git, Python, SQL",2,509313,1,4,2,1,5,7,3,3,3,No,No Travel,Ahmedabad,No
3961,45,Female,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Linux, Azure, Docker with 4 years of experience.","AWS, Linux, Azure, Docker","We are hiring a Cloud Engineer with experience in AWS, Docker, Linux. Candidate should have strong problem-solving skills.","AWS, Docker, Linux",4,687092,3,1,1,2,4,3,3,3,1,Yes,Rarely,Hyderabad,No
3962,28,Female,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Python, Flask, Docker, MongoDB with 4 years of experience.","Python, Flask, Docker, MongoDB","We are hiring a Backend Developer with experience in Docker, Python, Django. Candidate should have strong problem-solving skills.","Docker, Python, Django",4,689010,4,3,2,4,2,9,4,1,2,No,Rarely,Ahmedabad,No
3963,45,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in Django, REST API, Python, Flask with 4 years of experience.","Django, REST API, Python, Flask","We are hiring a Backend Developer with experience in Flask, REST API, Docker. Candidate should have strong problem-solving skills.","Flask, REST API, Docker",4,777709,5,5,1,5,1,7,3,1,3,Yes,Rarely,Hyderabad,Yes
3964,43,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, AWS, Linux, Docker with 4 years of experience.","Kubernetes, AWS, Linux, Docker","We are hiring a DevOps Engineer with experience in Linux, Kubernetes, AWS. Candidate should have strong problem-solving skills.","Linux, Kubernetes, AWS",4,675313,2,5,5,5,5,4,1,0,0,Yes,No Travel,Hyderabad,No
3965,27,Male,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, AWS, CI/CD, Kubernetes with 1 years of experience.","Linux, AWS, CI/CD, Kubernetes","We are hiring a DevOps Engineer with experience in Docker, CI/CD, Kubernetes. Candidate should have strong problem-solving skills.","Docker, CI/CD, Kubernetes",1,403277,4,3,1,3,4,3,1,1,1,Yes,Frequently,Delhi,Yes
3966,29,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, Git, SQL, C++ with 1 years of experience.","Python, Git, SQL, C++","We are hiring a Software Engineer with experience in SQL, C++, Python. Candidate should have strong problem-solving skills.","SQL, C++, Python",1,432071,1,1,5,5,4,5,1,1,0,Yes,Rarely,Hyderabad,Yes
3967,35,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Java, C++, Git, Python with 7 years of experience.","Java, C++, Git, Python","We are hiring a Software Engineer with experience in Git, C++, Python. Candidate should have strong problem-solving skills.","Git, C++, Python",7,946168,1,4,1,1,1,5,2,2,2,Yes,No Travel,Bangalore,No
3968,27,Male,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, Linux, AWS, CI/CD with 11 years of experience.","Docker, Linux, AWS, CI/CD","We are hiring a DevOps Engineer with experience in Kubernetes, Linux, Docker. Candidate should have strong problem-solving skills.","Kubernetes, Linux, Docker",11,1306437,1,3,3,4,1,7,8,4,6,No,Rarely,Hyderabad,Yes
3969,32,Female,BCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, CI/CD, Linux, AWS with 6 years of experience.","Docker, CI/CD, Linux, AWS","We are hiring a DevOps Engineer with experience in Kubernetes, CI/CD, Docker. Candidate should have strong problem-solving skills.","Kubernetes, CI/CD, Docker",6,877559,2,4,2,5,2,8,5,0,1,No,No Travel,Pune,No
3970,36,Female,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in Python, SQL, Machine Learning, Pandas with 11 years of experience.","Python, SQL, Machine Learning, Pandas","We are hiring a Data Scientist with experience in NumPy, Pandas, SQL. Candidate should have strong problem-solving skills.","NumPy, Pandas, SQL",11,1345473,1,1,2,2,5,4,3,3,2,No,Rarely,Hyderabad,No
3971,43,Female,M.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, MongoDB, React, NodeJS with 10 years of experience.","ExpressJS, MongoDB, React, NodeJS","We are hiring a Full Stack Developer with experience in REST API, MongoDB, React. Candidate should have strong problem-solving skills.","REST API, MongoDB, React",10,1276914,2,4,3,5,1,5,1,0,0,No,Frequently,Ahmedabad,No
3972,39,Female,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, JavaScript, Angular, Bootstrap with 7 years of experience.","CSS, JavaScript, Angular, Bootstrap","We are hiring a Frontend Developer with experience in HTML, Angular, Bootstrap. Candidate should have strong problem-solving skills.","HTML, Angular, Bootstrap",7,935090,3,1,5,4,2,10,8,0,0,No,Rarely,Pune,No
3973,30,Female,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, NumPy, Pandas, TensorFlow with 0 years of experience.","SQL, NumPy, Pandas, TensorFlow","We are hiring a Data Scientist with experience in SQL, Python, Machine Learning. Candidate should have strong problem-solving skills.","SQL, Python, Machine Learning",0,357028,2,1,4,5,1,10,0,1,1,Yes,Frequently,Bangalore,Yes
3974,25,Male,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, CI/CD, Docker with 11 years of experience.","Linux, Kubernetes, CI/CD, Docker","We are hiring a DevOps Engineer with experience in Docker, Linux, CI/CD. Candidate should have strong problem-solving skills.","Docker, Linux, CI/CD",11,1352349,2,1,5,2,1,6,3,1,3,Yes,Rarely,Mumbai,Yes
3975,23,Male,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, Docker, CI/CD, Linux with 11 years of experience.","Kubernetes, Docker, CI/CD, Linux","We are hiring a DevOps Engineer with experience in AWS, Docker, Linux. Candidate should have strong problem-solving skills.","AWS, Docker, Linux",11,1346417,4,1,3,1,1,10,8,3,2,Yes,No Travel,Hyderabad,Yes
3976,40,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, PyTorch, AWS, TensorFlow with 3 years of experience.","Python, PyTorch, AWS, TensorFlow","We are hiring a Machine Learning Engineer with experience in TensorFlow, PyTorch, Deep Learning. Candidate should have strong problem-solving skills.","TensorFlow, PyTorch, Deep Learning",3,643367,4,2,4,3,2,4,0,0,0,Yes,Frequently,Hyderabad,Yes
3977,25,Female,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Kubernetes, AWS, Docker with 12 years of experience.","Linux, Kubernetes, AWS, Docker","We are hiring a DevOps Engineer with experience in Linux, Docker, Kubernetes. Candidate should have strong problem-solving skills.","Linux, Docker, Kubernetes",12,1362351,2,4,1,4,4,2,11,11,8,No,No Travel,Pune,No
3978,24,Female,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Django, MongoDB, Flask with 12 years of experience.","REST API, Django, MongoDB, Flask","We are hiring a Backend Developer with experience in Docker, MongoDB, Python. Candidate should have strong problem-solving skills.","Docker, MongoDB, Python",12,1415826,1,1,2,4,1,7,8,8,6,No,Frequently,Delhi,Yes
3979,35,Male,B.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, Django, Docker, REST API with 8 years of experience.","Flask, Django, Docker, REST API","We are hiring a Backend Developer with experience in Flask, MongoDB, Django. Candidate should have strong problem-solving skills.","Flask, MongoDB, Django",8,1051543,4,4,2,4,3,6,3,0,3,No,Rarely,Delhi,Yes
3980,30,Female,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, SQL, Python, Machine Learning with 1 years of experience.","TensorFlow, SQL, Python, Machine Learning","We are hiring a Data Scientist with experience in Pandas, NumPy, SQL. Candidate should have strong problem-solving skills.","Pandas, NumPy, SQL",1,390849,2,5,1,4,4,7,1,1,0,Yes,No Travel,Bangalore,No
3981,39,Female,B.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Terraform, Linux, Docker with 9 years of experience.","Azure, Terraform, Linux, Docker","We are hiring a Cloud Engineer with experience in Terraform, Docker, Azure. Candidate should have strong problem-solving skills.","Terraform, Docker, Azure",9,1147068,5,4,5,4,4,3,0,0,1,Yes,Frequently,Hyderabad,No
3982,23,Female,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in CI/CD, AWS, Kubernetes, Docker with 11 years of experience.","CI/CD, AWS, Kubernetes, Docker","We are hiring a DevOps Engineer with experience in Docker, CI/CD, AWS. Candidate should have strong problem-solving skills.","Docker, CI/CD, AWS",11,1373517,4,3,5,3,4,10,6,2,5,No,Frequently,Ahmedabad,No
3983,32,Female,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, AWS, Linux, Terraform with 10 years of experience.","Docker, AWS, Linux, Terraform","We are hiring a Cloud Engineer with experience in AWS, Docker, Linux. Candidate should have strong problem-solving skills.","AWS, Docker, Linux",10,1239558,3,4,4,3,2,8,5,5,4,Yes,Rarely,Hyderabad,No
3984,35,Male,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, Python, Machine Learning, TensorFlow with 11 years of experience.","SQL, Python, Machine Learning, TensorFlow","We are hiring a Data Scientist with experience in SQL, Machine Learning, TensorFlow. Candidate should have strong problem-solving skills.","SQL, Machine Learning, TensorFlow",11,1375055,5,4,3,2,1,7,1,1,1,No,Rarely,Pune,No
3985,44,Male,MCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, JavaScript, React, Angular with 5 years of experience.","CSS, JavaScript, React, Angular","We are hiring a Frontend Developer with experience in CSS, JavaScript, HTML. Candidate should have strong problem-solving skills.","CSS, JavaScript, HTML",5,733286,1,3,2,1,1,5,0,1,1,No,Frequently,Bangalore,No
3986,24,Male,B.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Azure, Linux, AWS, Terraform with 3 years of experience.","Azure, Linux, AWS, Terraform","We are hiring a Cloud Engineer with experience in Docker, Terraform, Linux. Candidate should have strong problem-solving skills.","Docker, Terraform, Linux",3,654462,3,4,1,3,5,6,1,1,1,Yes,Rarely,Hyderabad,Yes
3987,43,Female,M.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, HTML, Bootstrap, JavaScript with 2 years of experience.","React, HTML, Bootstrap, JavaScript","We are hiring a Frontend Developer with experience in CSS, JavaScript, React. Candidate should have strong problem-solving skills.","CSS, JavaScript, React",2,506380,1,1,4,3,4,10,3,0,3,Yes,Rarely,Mumbai,No
3988,21,Female,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in CSS, Angular, React, JavaScript with 2 years of experience.","CSS, Angular, React, JavaScript","We are hiring a Frontend Developer with experience in Bootstrap, Angular, HTML. Candidate should have strong problem-solving skills.","Bootstrap, Angular, HTML",2,537791,5,5,1,2,4,10,1,1,1,Yes,Frequently,Mumbai,No
3989,31,Female,M.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, Kubernetes, AWS, Linux with 10 years of experience.","Docker, Kubernetes, AWS, Linux","We are hiring a DevOps Engineer with experience in Docker, Linux, AWS. Candidate should have strong problem-solving skills.","Docker, Linux, AWS",10,1261689,1,3,3,3,1,9,1,1,0,Yes,No Travel,Mumbai,No
3990,26,Female,BCA,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Python, SQL, C++ with 7 years of experience.","Java, Python, SQL, C++","We are hiring a Software Engineer with experience in SQL, C++, Python. Candidate should have strong problem-solving skills.","SQL, C++, Python",7,965193,2,5,3,2,5,1,5,5,4,Yes,Rarely,Ahmedabad,Yes
3991,39,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in C++, SQL, Git, Java with 7 years of experience.","C++, SQL, Git, Java","We are hiring a Software Engineer with experience in SQL, Git, C++. Candidate should have strong problem-solving skills.","SQL, Git, C++",7,925470,3,5,4,4,3,8,4,4,4,No,Frequently,Pune,No
3992,34,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, C++, Git, Java with 11 years of experience.","SQL, C++, Git, Java","We are hiring a Software Engineer with experience in SQL, Python, C++. Candidate should have strong problem-solving skills.","SQL, Python, C++",11,1324043,3,3,1,4,2,5,0,1,0,No,No Travel,Ahmedabad,No
3993,31,Male,B.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, Java, C++, SQL with 3 years of experience.","Git, Java, C++, SQL","We are hiring a Software Engineer with experience in C++, Python, SQL. Candidate should have strong problem-solving skills.","C++, Python, SQL",3,643881,2,3,2,5,5,3,1,0,0,Yes,Rarely,Mumbai,Yes
3994,32,Male,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, TensorFlow, SQL, Machine Learning with 3 years of experience.","NumPy, TensorFlow, SQL, Machine Learning","We are hiring a Data Scientist with experience in NumPy, Python, TensorFlow. Candidate should have strong problem-solving skills.","NumPy, Python, TensorFlow",3,635220,3,2,5,2,2,1,0,1,1,Yes,No Travel,Delhi,Yes
3995,42,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, React, ExpressJS, NodeJS with 11 years of experience.","MongoDB, React, ExpressJS, NodeJS","We are hiring a Full Stack Developer with experience in ExpressJS, REST API, React. Candidate should have strong problem-solving skills.","ExpressJS, REST API, React",11,1335043,4,4,1,1,5,5,6,1,0,Yes,Frequently,Bangalore,No
3996,36,Female,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, Python, NumPy, Pandas with 6 years of experience.","TensorFlow, Python, NumPy, Pandas","We are hiring a Data Scientist with experience in Machine Learning, Python, NumPy. Candidate should have strong problem-solving skills.","Machine Learning, Python, NumPy",6,842195,3,5,2,1,3,0,1,1,0,Yes,No Travel,Bangalore,Yes
3997,26,Female,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, C++, Java, SQL with 12 years of experience.","Python, C++, Java, SQL","We are hiring a Software Engineer with experience in SQL, Python, C++. Candidate should have strong problem-solving skills.","SQL, Python, C++",12,1390933,3,4,4,2,3,9,4,3,0,Yes,No Travel,Delhi,No
3998,33,Female,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, TensorFlow, AWS, Python with 6 years of experience.","PyTorch, TensorFlow, AWS, Python","We are hiring a Machine Learning Engineer with experience in AWS, Python, TensorFlow. Candidate should have strong problem-solving skills.","AWS, Python, TensorFlow",6,935952,4,1,2,4,4,8,7,3,3,Yes,No Travel,Pune,No
